titulo,precio,link
Laptop Hp 245 G7 14 Amd R5 Disco Duro 1tb Ram 8gb,13999,https://articulo.mercadolibre.com.mx/MLM-914417161-laptop-hp-245-g7-14-amd-r5-disco-duro-1tb-ram-8gb-_JM?searchVariation=83388113545#searchVariation=83388113545&position=27&search_layout=stack&type=item&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Huawei MateBook D15 space gray 15.6", Intel Core i5 1135G7 16GB de RAM 512GB SSD, Gráficos Intel Iris Xe G7 80EUs 1920x1080px Windows 10 Home,19999,https://www.mercadolibre.com.mx/laptop-huawei-matebook-d15-space-gray-156-intel-core-i5-1135g7-16gb-de-ram-512gb-ssd-graficos-intel-iris-xe-g7-80eus-1920x1080px-windows-10-home/p/MLM18097580?pdp_filters=category:MLM1652#searchVariation=MLM18097580&position=1&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Ultrabook Huawei MateBook D16 space gray 16.1", AMD Ryzen 5 4600H 16GB de RAM 512GB SSD, AMD Radeon RX Vega 6 60 Hz 1920x1080px Windows 10 Home,22999,https://www.mercadolibre.com.mx/ultrabook-huawei-matebook-d16-space-gray-161-amd-ryzen-5-4600h-16gb-de-ram-512gb-ssd-amd-radeon-rx-vega-6-60-hz-1920x1080px-windows-10-home/p/MLM17899901?pdp_filters=category:MLM1652#searchVariation=MLM17899901&position=2&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Huawei MateBook 14 2020 space gray táctil 14", AMD Ryzen 5 4600H 16GB de RAM 512GB SSD, AMD Radeon Graphics 2160x1440px Windows 10 Pro,21381,https://www.mercadolibre.com.mx/laptop-huawei-matebook-14-2020-space-gray-tactil-14-amd-ryzen-5-4600h-16gb-de-ram-512gb-ssd-amd-radeon-graphics-2160x1440px-windows-10-pro/p/MLM16999015?pdp_filters=category:MLM1652#searchVariation=MLM16999015&position=3&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Dell Inspiron 3505 gris 15.6", AMD Ryzen 5 3450U 8GB de RAM 256GB SSD, AMD Radeon Vega 8 1366x768px Windows 10 Home,16299,https://www.mercadolibre.com.mx/laptop-dell-inspiron-3505-gris-156-amd-ryzen-5-3450u-8gb-de-ram-256gb-ssd-amd-radeon-vega-8-1366x768px-windows-10-home/p/MLM16537306?pdp_filters=category:MLM1652#searchVariation=MLM16537306&position=4&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Dell Inspiron 3505 gris 15.6", AMD Ryzen 5 3450U 12GB de RAM 256GB SSD, AMD Radeon Vega 8 1366x768px Windows 10 Home,16899,https://www.mercadolibre.com.mx/laptop-dell-inspiron-3505-gris-156-amd-ryzen-5-3450u-12gb-de-ram-256gb-ssd-amd-radeon-vega-8-1366x768px-windows-10-home/p/MLM16999017?pdp_filters=category:MLM1652#searchVariation=MLM16999017&position=5&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop HP 15-DW1081WM roja 15.6", Intel Pentium Gold 6405U 4GB de RAM 500GB HDD, Intel UHD Graphics 1366x768px Windows 10 Home,11610,https://www.mercadolibre.com.mx/laptop-hp-15-dw1081wm-roja-156-intel-pentium-gold-6405u-4gb-de-ram-500gb-hdd-intel-uhd-graphics-1366x768px-windows-10-home/p/MLM16950650?pdp_filters=category:MLM1652#searchVariation=MLM16950650&position=6&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop HP 240 G7 plateado ceniza oscuro 14", Intel Core i3 1005G1 4GB de RAM 500GB HDD, Intel UHD Graphics G1 1366x768px Windows 10 Home,11799,https://www.mercadolibre.com.mx/laptop-hp-240-g7-plateado-ceniza-oscuro-14-intel-core-i3-1005g1-4gb-de-ram-500gb-hdd-intel-uhd-graphics-g1-1366x768px-windows-10-home/p/MLM17922090?pdp_filters=category:MLM1652#searchVariation=MLM17922090&position=7&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop HP Stream 14-CB171WM azul 14", Intel Celeron N4000 4GB de RAM 64GB SSD, Intel HD Graphics 600 1366x768px Windows 10 Home,7574,https://www.mercadolibre.com.mx/laptop-hp-stream-14-cb171wm-azul-14-intel-celeron-n4000-4gb-de-ram-64gb-ssd-intel-hd-graphics-600-1366x768px-windows-10-home/p/MLM16950648?pdp_filters=category:MLM1652#searchVariation=MLM16950648&position=8&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Lenovo IdeaPad S145-14IKB platinum gray 14", Intel Core i3 7020U 8GB de RAM 1TB HDD, Intel HD Graphics 620 30 Hz 1366x768px Windows 10 Home,12749,https://www.mercadolibre.com.mx/laptop-lenovo-ideapad-s145-14ikb-platinum-gray-14-intel-core-i3-7020u-8gb-de-ram-1tb-hdd-intel-hd-graphics-620-30-hz-1366x768px-windows-10-home/p/MLM15308579?pdp_filters=category:MLM1652#searchVariation=MLM15308579&position=9&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop HP 14-DK1022WM natural silver 14", AMD Ryzen 3 3250U 4GB de RAM 128GB SSD, AMD Radeon Vega 3 1366x768px Windows 10 Home,11146,https://www.mercadolibre.com.mx/laptop-hp-14-dk1022wm-natural-silver-14-amd-ryzen-3-3250u-4gb-de-ram-128gb-ssd-amd-radeon-vega-3-1366x768px-windows-10-home/p/MLM16041765?pdp_filters=category:MLM1652#searchVariation=MLM16041765&position=10&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Lenovo IdeaPad 14IML05 gris 14", Intel Core i3 10110U 8GB de RAM 1TB HDD, Intel UHD Graphics 1366x768px Windows 10 Home,12700,https://www.mercadolibre.com.mx/laptop-lenovo-ideapad-14iml05-gris-14-intel-core-i3-10110u-8gb-de-ram-1tb-hdd-intel-uhd-graphics-1366x768px-windows-10-home/p/MLM17236279?pdp_filters=category:MLM1652#searchVariation=MLM17236279&position=11&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Lenovo V-Series V14-IIL iron gray 14", Intel Core i3 1005G1 8GB de RAM 1TB HDD, Intel UHD Graphics 1366x768px Windows 10 Pro,13299,https://www.mercadolibre.com.mx/laptop-lenovo-v-series-v14-iil-iron-gray-14-intel-core-i3-1005g1-8gb-de-ram-1tb-hdd-intel-uhd-graphics-1366x768px-windows-10-pro/p/MLM16950778?pdp_filters=category:MLM1652#searchVariation=MLM16950778&position=12&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Hp 14 Intel I3 Ssd 256 Gb 8gb Windows S,17877,https://articulo.mercadolibre.com.mx/MLM-891180367-laptop-hp-14-intel-i3-ssd-256-gb-8gb-windows-s-_JM?searchVariation=78814702995#searchVariation=78814702995&position=28&search_layout=stack&type=item&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Lenovo IdeaPad 14ARE05 graphite gray táctil 14", AMD Ryzen 3 4300U 4GB de RAM 128GB SSD, AMD Radeon Graphics 1920x1080px Windows 10 Home,11264,https://www.mercadolibre.com.mx/laptop-lenovo-ideapad-14are05-graphite-gray-tactil-14-amd-ryzen-3-4300u-4gb-de-ram-128gb-ssd-amd-radeon-graphics-1920x1080px-windows-10-home/p/MLM17381383?pdp_filters=category:MLM1652#searchVariation=MLM17381383&position=13&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Dell Chromebok 11.6 Celeron 4gb 16gb Hd Chrome Os,9999,https://articulo.mercadolibre.com.mx/MLM-869089689-laptop-dell-chromebok-116-celeron-4gb-16gb-hd-chrome-os-_JM?searchVariation=74401229997#searchVariation=74401229997&position=29&search_layout=stack&type=item&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop Lenovo IdeaPad 14IIL05 platinum gray 14", Intel Core i5 1035G1 8GB de RAM 512GB SSD, Gráficos Intel UHD G1 1920x1080px Windows 10 Home,12900,https://www.mercadolibre.com.mx/laptop-lenovo-ideapad-14iil05-platinum-gray-14-intel-core-i5-1035g1-8gb-de-ram-512gb-ssd-graficos-intel-uhd-g1-1920x1080px-windows-10-home/p/MLM17796660?pdp_filters=category:MLM1652#searchVariation=MLM17796660&position=14&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
Laptop HP 240 G7 plateado ceniza oscuro 14", Intel Celeron N4020 4GB de RAM 500GB HDD, Intel UHD Graphics 600 1366x768px Windows 10 Home,9149,https://www.mercadolibre.com.mx/laptop-hp-240-g7-plateado-ceniza-oscuro-14-intel-celeron-n4020-4gb-de-ram-500gb-hdd-intel-uhd-graphics-600-1366x768px-windows-10-home/p/MLM17410507?pdp_filters=category:MLM1652#searchVariation=MLM17410507&position=15&search_layout=stack&type=product&tracking_id=3da2a0df-5979-4e79-b2a9-5fe32bdc0c8c
